,BINs,Type,Score,S_EUI,BBL,ZIP,ED_Visits,UnitsTotal,YearBuilt,Tract2010,XCoord,YCoord,avg,Id,Id2,code,med_inc
2224,,,,,,13402.0,,,,,,,,8600000US13402,13402.0,ZCTA5 13402,47500.0
2225,,,,,,13403.0,,,,,,,,8600000US13403,13403.0,ZCTA5 13403,81071.0
2226,,,,,,13404.0,,,,,,,,8600000US13404,13404.0,ZCTA5 13404,32500.0
2227,,,,,,13406.0,,,,,,,,8600000US13406,13406.0,ZCTA5 13406,54196.0
2228,,,,,,13407.0,,,,,,,,8600000US13407,13407.0,ZCTA5 13407,48417.0
2229,,,,,,13408.0,,,,,,,,8600000US13408,13408.0,ZCTA5 13408,49167.0
2230,,,,,,13409.0,,,,,,,,8600000US13409,13409.0,ZCTA5 13409,53631.0
2231,,,,,,13410.0,,,,,,,,8600000US13410,13410.0,ZCTA5 13410,53000.0
2232,,,,,,13411.0,,,,,,,,8600000US13411,13411.0,ZCTA5 13411,40688.0
2233,,,,,,13413.0,,,,,,,,8600000US13413,13413.0,ZCTA5 13413,68184.0
2234,,,,,,13415.0,,,,,,,,8600000US13415,13415.0,ZCTA5 13415,41250.0
2235,,,,,,13416.0,,,,,,,,8600000US13416,13416.0,ZCTA5 13416,56307.0
2236,,,,,,13417.0,,,,,,,,8600000US13417,13417.0,ZCTA5 13417,31289.0
2237,,,,,,13418.0,,,,,,,,8600000US13418,13418.0,ZCTA5 13418,53750.0
2238,,,,,,13420.0,,,,,,,,8600000US13420,13420.0,ZCTA5 13420,59750.0
2239,,,,,,13421.0,,,,,,,,8600000US13421,13421.0,ZCTA5 13421,46810.0
2240,,,,,,13424.0,,,,,,,,8600000US13424,13424.0,ZCTA5 13424,56489.0
2241,,,,,,13425.0,,,,,,,,8600000US13425,13425.0,ZCTA5 13425,49118.0
2242,,,,,,13428.0,,,,,,,,8600000US13428,13428.0,ZCTA5 13428,46297.0
2243,,,,,,13431.0,,,,,,,,8600000US13431,13431.0,ZCTA5 13431,60543.0
2244,,,,,,13433.0,,,,,,,,8600000US13433,13433.0,ZCTA5 13433,44103.0
2245,,,,,,13435.0,,,,,,,,8600000US13435,13435.0,ZCTA5 13435,46250.0
2246,,,,,,13436.0,,,,,,,,8600000US13436,13436.0,ZCTA5 13436,53750.0
2247,,,,,,13437.0,,,,,,,,8600000US13437,13437.0,ZCTA5 13437,47917.0
2248,,,,,,13438.0,,,,,,,,8600000US13438,13438.0,ZCTA5 13438,51471.0
2249,,,,,,13439.0,,,,,,,,8600000US13439,13439.0,ZCTA5 13439,47000.0
2250,,,,,,13440.0,,,,,,,,8600000US13440,13440.0,ZCTA5 13440,48906.0
2251,,,,,,13441.0,,,,,,,,8600000US13441,13441.0,ZCTA5 13441,
2252,,,,,,13450.0,,,,,,,,8600000US13450,13450.0,ZCTA5 13450,50179.0
2253,,,,,,13452.0,,,,,,,,8600000US13452,13452.0,ZCTA5 13452,40331.0
2254,,,,,,13454.0,,,,,,,,8600000US13454,13454.0,ZCTA5 13454,36125.0
2255,,,,,,13456.0,,,,,,,,8600000US13456,13456.0,ZCTA5 13456,63922.0
2256,,,,,,13459.0,,,,,,,,8600000US13459,13459.0,ZCTA5 13459,47348.0
2257,,,,,,13460.0,,,,,,,,8600000US13460,13460.0,ZCTA5 13460,44875.0
2258,,,,,,13461.0,,,,,,,,8600000US13461,13461.0,ZCTA5 13461,55943.0
2259,,,,,,13464.0,,,,,,,,8600000US13464,13464.0,ZCTA5 13464,44500.0
2260,,,,,,13468.0,,,,,,,,8600000US13468,13468.0,ZCTA5 13468,46000.0
2261,,,,,,13469.0,,,,,,,,8600000US13469,13469.0,ZCTA5 13469,70000.0
2262,,,,,,13470.0,,,,,,,,8600000US13470,13470.0,ZCTA5 13470,41339.0
2263,,,,,,13471.0,,,,,,,,8600000US13471,13471.0,ZCTA5 13471,50402.0
2264,,,,,,13472.0,,,,,,,,8600000US13472,13472.0,ZCTA5 13472,72167.0
2265,,,,,,13473.0,,,,,,,,8600000US13473,13473.0,ZCTA5 13473,56500.0
2266,,,,,,13475.0,,,,,,,,8600000US13475,13475.0,ZCTA5 13475,
2267,,,,,,13476.0,,,,,,,,8600000US13476,13476.0,ZCTA5 13476,51563.0
2268,,,,,,13477.0,,,,,,,,8600000US13477,13477.0,ZCTA5 13477,46375.0
2269,,,,,,13478.0,,,,,,,,8600000US13478,13478.0,ZCTA5 13478,59516.0
2270,,,,,,13480.0,,,,,,,,8600000US13480,13480.0,ZCTA5 13480,46146.0
2271,,,,,,13483.0,,,,,,,,8600000US13483,13483.0,ZCTA5 13483,42188.0
2272,,,,,,13484.0,,,,,,,,8600000US13484,13484.0,ZCTA5 13484,92796.0
2273,,,,,,13485.0,,,,,,,,8600000US13485,13485.0,ZCTA5 13485,40078.0
2274,,,,,,13486.0,,,,,,,,8600000US13486,13486.0,ZCTA5 13486,55583.0
2275,,,,,,13488.0,,,,,,,,8600000US13488,13488.0,ZCTA5 13488,62813.0
2276,,,,,,13489.0,,,,,,,,8600000US13489,13489.0,ZCTA5 13489,50750.0
2277,,,,,,13490.0,,,,,,,,8600000US13490,13490.0,ZCTA5 13490,67500.0
2278,,,,,,13491.0,,,,,,,,8600000US13491,13491.0,ZCTA5 13491,56181.0
2279,,,,,,13492.0,,,,,,,,8600000US13492,13492.0,ZCTA5 13492,61058.0
2280,,,,,,13493.0,,,,,,,,8600000US13493,13493.0,ZCTA5 13493,51532.0
2281,,,,,,13494.0,,,,,,,,8600000US13494,13494.0,ZCTA5 13494,45250.0
2282,,,,,,13495.0,,,,,,,,8600000US13495,13495.0,ZCTA5 13495,52500.0
2283,,,,,,13501.0,,,,,,,,8600000US13501,13501.0,ZCTA5 13501,31945.0
2284,,,,,,13502.0,,,,,,,,8600000US13502,13502.0,ZCTA5 13502,35340.0
2285,,,,,,13601.0,,,,,,,,8600000US13601,13601.0,ZCTA5 13601,45971.0
2286,,,,,,13602.0,,,,,,,,8600000US13602,13602.0,ZCTA5 13602,51364.0
2287,,,,,,13603.0,,,,,,,,8600000US13603,13603.0,ZCTA5 13603,41929.0
2288,,,,,,13605.0,,,,,,,,8600000US13605,13605.0,ZCTA5 13605,49142.0
2289,,,,,,13606.0,,,,,,,,8600000US13606,13606.0,ZCTA5 13606,54522.0
2290,,,,,,13607.0,,,,,,,,8600000US13607,13607.0,ZCTA5 13607,43615.0
2291,,,,,,13608.0,,,,,,,,8600000US13608,13608.0,ZCTA5 13608,50882.0
2292,,,,,,13612.0,,,,,,,,8600000US13612,13612.0,ZCTA5 13612,60567.0
2293,,,,,,13613.0,,,,,,,,8600000US13613,13613.0,ZCTA5 13613,42875.0
2294,,,,,,13614.0,,,,,,,,8600000US13614,13614.0,ZCTA5 13614,35625.0
2295,,,,,,13615.0,,,,,,,,8600000US13615,13615.0,ZCTA5 13615,54830.0
2296,,,,,,13616.0,,,,,,,,8600000US13616,13616.0,ZCTA5 13616,45179.0
2297,,,,,,13617.0,,,,,,,,8600000US13617,13617.0,ZCTA5 13617,50213.0
2298,,,,,,13618.0,,,,,,,,8600000US13618,13618.0,ZCTA5 13618,51157.0
2299,,,,,,13619.0,,,,,,,,8600000US13619,13619.0,ZCTA5 13619,53144.0
2300,,,,,,13620.0,,,,,,,,8600000US13620,13620.0,ZCTA5 13620,43889.0
2301,,,,,,13621.0,,,,,,,,8600000US13621,13621.0,ZCTA5 13621,37188.0
2302,,,,,,13622.0,,,,,,,,8600000US13622,13622.0,ZCTA5 13622,55123.0
2303,,,,,,13623.0,,,,,,,,8600000US13623,13623.0,ZCTA5 13623,78750.0
2304,,,,,,13624.0,,,,,,,,8600000US13624,13624.0,ZCTA5 13624,59559.0
2305,,,,,,13625.0,,,,,,,,8600000US13625,13625.0,ZCTA5 13625,49833.0
2306,,,,,,13626.0,,,,,,,,8600000US13626,13626.0,ZCTA5 13626,51471.0
2307,,,,,,13628.0,,,,,,,,8600000US13628,13628.0,ZCTA5 13628,45000.0
2308,,,,,,13630.0,,,,,,,,8600000US13630,13630.0,ZCTA5 13630,55750.0
2309,,,,,,13633.0,,,,,,,,8600000US13633,13633.0,ZCTA5 13633,67625.0
2310,,,,,,13634.0,,,,,,,,8600000US13634,13634.0,ZCTA5 13634,53995.0
2311,,,,,,13635.0,,,,,,,,8600000US13635,13635.0,ZCTA5 13635,34345.0
2312,,,,,,13636.0,,,,,,,,8600000US13636,13636.0,ZCTA5 13636,57000.0
2313,,,,,,13637.0,,,,,,,,8600000US13637,13637.0,ZCTA5 13637,51956.0
2314,,,,,,13638.0,,,,,,,,8600000US13638,13638.0,ZCTA5 13638,38750.0
2315,,,,,,13639.0,,,,,,,,8600000US13639,13639.0,ZCTA5 13639,48750.0
2316,,,,,,13640.0,,,,,,,,8600000US13640,13640.0,ZCTA5 13640,50536.0
2317,,,,,,13641.0,,,,,,,,8600000US13641,13641.0,ZCTA5 13641,
2318,,,,,,13642.0,,,,,,,,8600000US13642,13642.0,ZCTA5 13642,39383.0
2319,,,,,,13643.0,,,,,,,,8600000US13643,13643.0,ZCTA5 13643,
2320,,,,,,13646.0,,,,,,,,8600000US13646,13646.0,ZCTA5 13646,41696.0
2321,,,,,,13647.0,,,,,,,,8600000US13647,13647.0,ZCTA5 13647,99423.0
2322,,,,,,13648.0,,,,,,,,8600000US13648,13648.0,ZCTA5 13648,47031.0
2323,,,,,,13650.0,,,,,,,,8600000US13650,13650.0,ZCTA5 13650,56324.0
2324,,,,,,13651.0,,,,,,,,8600000US13651,13651.0,ZCTA5 13651,79545.0
2325,,,,,,13652.0,,,,,,,,8600000US13652,13652.0,ZCTA5 13652,44167.0
2326,,,,,,13654.0,,,,,,,,8600000US13654,13654.0,ZCTA5 13654,43490.0
2327,,,,,,13655.0,,,,,,,,8600000US13655,13655.0,ZCTA5 13655,31881.0
2328,,,,,,13656.0,,,,,,,,8600000US13656,13656.0,ZCTA5 13656,52949.0
2329,,,,,,13658.0,,,,,,,,8600000US13658,13658.0,ZCTA5 13658,56227.0
2330,,,,,,13659.0,,,,,,,,8600000US13659,13659.0,ZCTA5 13659,48646.0
2331,,,,,,13660.0,,,,,,,,8600000US13660,13660.0,ZCTA5 13660,41979.0
2332,,,,,,13661.0,,,,,,,,8600000US13661,13661.0,ZCTA5 13661,59063.0
2333,,,,,,13662.0,,,,,,,,8600000US13662,13662.0,ZCTA5 13662,41889.0
2334,,,,,,13664.0,,,,,,,,8600000US13664,13664.0,ZCTA5 13664,60313.0
2335,,,,,,13665.0,,,,,,,,8600000US13665,13665.0,ZCTA5 13665,60106.0
2336,,,,,,13666.0,,,,,,,,8600000US13666,13666.0,ZCTA5 13666,24844.0
2337,,,,,,13667.0,,,,,,,,8600000US13667,13667.0,ZCTA5 13667,39698.0
2338,,,,,,13668.0,,,,,,,,8600000US13668,13668.0,ZCTA5 13668,46356.0
2339,,,,,,13669.0,,,,,,,,8600000US13669,13669.0,ZCTA5 13669,42129.0
2340,,,,,,13670.0,,,,,,,,8600000US13670,13670.0,ZCTA5 13670,40313.0
2341,,,,,,13672.0,,,,,,,,8600000US13672,13672.0,ZCTA5 13672,48417.0
2342,,,,,,13673.0,,,,,,,,8600000US13673,13673.0,ZCTA5 13673,48589.0
2343,,,,,,13674.0,,,,,,,,8600000US13674,13674.0,ZCTA5 13674,
2344,,,,,,13675.0,,,,,,,,8600000US13675,13675.0,ZCTA5 13675,
2345,,,,,,13676.0,,,,,,,,8600000US13676,13676.0,ZCTA5 13676,50271.0
2346,,,,,,13677.0,,,,,,,,8600000US13677,13677.0,ZCTA5 13677,
2347,,,,,,13678.0,,,,,,,,8600000US13678,13678.0,ZCTA5 13678,
2348,,,,,,13679.0,,,,,,,,8600000US13679,13679.0,ZCTA5 13679,47988.0
2349,,,,,,13680.0,,,,,,,,8600000US13680,13680.0,ZCTA5 13680,33681.0
2350,,,,,,13681.0,,,,,,,,8600000US13681,13681.0,ZCTA5 13681,46125.0
2351,,,,,,13682.0,,,,,,,,8600000US13682,13682.0,ZCTA5 13682,65625.0
2352,,,,,,13684.0,,,,,,,,8600000US13684,13684.0,ZCTA5 13684,46250.0
2353,,,,,,13685.0,,,,,,,,8600000US13685,13685.0,ZCTA5 13685,56875.0
2354,,,,,,13687.0,,,,,,,,8600000US13687,13687.0,ZCTA5 13687,43693.0
2355,,,,,,13690.0,,,,,,,,8600000US13690,13690.0,ZCTA5 13690,40500.0
2356,,,,,,13691.0,,,,,,,,8600000US13691,13691.0,ZCTA5 13691,56793.0
2357,,,,,,13692.0,,,,,,,,8600000US13692,13692.0,ZCTA5 13692,59803.0
2358,,,,,,13693.0,,,,,,,,8600000US13693,13693.0,ZCTA5 13693,46875.0
2359,,,,,,13694.0,,,,,,,,8600000US13694,13694.0,ZCTA5 13694,70134.0
2360,,,,,,13695.0,,,,,,,,8600000US13695,13695.0,ZCTA5 13695,95156.0
2361,,,,,,13696.0,,,,,,,,8600000US13696,13696.0,ZCTA5 13696,
2362,,,,,,13697.0,,,,,,,,8600000US13697,13697.0,ZCTA5 13697,37212.0
2363,,,,,,13730.0,,,,,,,,8600000US13730,13730.0,ZCTA5 13730,45600.0
2364,,,,,,13731.0,,,,,,,,8600000US13731,13731.0,ZCTA5 13731,46842.0
2365,,,,,,13732.0,,,,,,,,8600000US13732,13732.0,ZCTA5 13732,77775.0
2366,,,,,,13733.0,,,,,,,,8600000US13733,13733.0,ZCTA5 13733,49859.0
2367,,,,,,13734.0,,,,,,,,8600000US13734,13734.0,ZCTA5 13734,58333.0
2368,,,,,,13736.0,,,,,,,,8600000US13736,13736.0,ZCTA5 13736,60500.0
2369,,,,,,13739.0,,,,,,,,8600000US13739,13739.0,ZCTA5 13739,50469.0
2370,,,,,,13740.0,,,,,,,,8600000US13740,13740.0,ZCTA5 13740,50938.0
2371,,,,,,13743.0,,,,,,,,8600000US13743,13743.0,ZCTA5 13743,52622.0
2372,,,,,,13744.0,,,,,,,,8600000US13744,13744.0,ZCTA5 13744,55395.0
2373,,,,,,13746.0,,,,,,,,8600000US13746,13746.0,ZCTA5 13746,51793.0
2374,,,,,,13748.0,,,,,,,,8600000US13748,13748.0,ZCTA5 13748,46570.0
2375,,,,,,13750.0,,,,,,,,8600000US13750,13750.0,ZCTA5 13750,37750.0
2376,,,,,,13751.0,,,,,,,,8600000US13751,13751.0,ZCTA5 13751,37917.0
2377,,,,,,13752.0,,,,,,,,8600000US13752,13752.0,ZCTA5 13752,43167.0
2378,,,,,,13753.0,,,,,,,,8600000US13753,13753.0,ZCTA5 13753,49693.0
2379,,,,,,13754.0,,,,,,,,8600000US13754,13754.0,ZCTA5 13754,44282.0
2380,,,,,,13755.0,,,,,,,,8600000US13755,13755.0,ZCTA5 13755,33393.0
2381,,,,,,13756.0,,,,,,,,8600000US13756,13756.0,ZCTA5 13756,46198.0
2382,,,,,,13757.0,,,,,,,,8600000US13757,13757.0,ZCTA5 13757,52056.0
2383,,,,,,13760.0,,,,,,,,8600000US13760,13760.0,ZCTA5 13760,52598.0
2384,,,,,,13774.0,,,,,,,,8600000US13774,13774.0,ZCTA5 13774,71071.0
2385,,,,,,13775.0,,,,,,,,8600000US13775,13775.0,ZCTA5 13775,47750.0
2386,,,,,,13776.0,,,,,,,,8600000US13776,13776.0,ZCTA5 13776,50625.0
2387,,,,,,13777.0,,,,,,,,8600000US13777,13777.0,ZCTA5 13777,53125.0
2388,,,,,,13778.0,,,,,,,,8600000US13778,13778.0,ZCTA5 13778,55410.0
2389,,,,,,13780.0,,,,,,,,8600000US13780,13780.0,ZCTA5 13780,47163.0
2390,,,,,,13782.0,,,,,,,,8600000US13782,13782.0,ZCTA5 13782,47292.0
2391,,,,,,13783.0,,,,,,,,8600000US13783,13783.0,ZCTA5 13783,39342.0
2392,,,,,,13784.0,,,,,,,,8600000US13784,13784.0,ZCTA5 13784,38125.0
2393,,,,,,13786.0,,,,,,,,8600000US13786,13786.0,ZCTA5 13786,51797.0
2394,,,,,,13787.0,,,,,,,,8600000US13787,13787.0,ZCTA5 13787,39634.0
2395,,,,,,13788.0,,,,,,,,8600000US13788,13788.0,ZCTA5 13788,51382.0
2396,,,,,,13790.0,,,,,,,,8600000US13790,13790.0,ZCTA5 13790,39803.0
2397,,,,,,13794.0,,,,,,,,8600000US13794,13794.0,ZCTA5 13794,84375.0
2398,,,,,,13795.0,,,,,,,,8600000US13795,13795.0,ZCTA5 13795,50299.0
2399,,,,,,13796.0,,,,,,,,8600000US13796,13796.0,ZCTA5 13796,51875.0
2400,,,,,,13797.0,,,,,,,,8600000US13797,13797.0,ZCTA5 13797,48533.0
2401,,,,,,13801.0,,,,,,,,8600000US13801,13801.0,ZCTA5 13801,36691.0
2402,,,,,,13802.0,,,,,,,,8600000US13802,13802.0,ZCTA5 13802,56071.0
2403,,,,,,13803.0,,,,,,,,8600000US13803,13803.0,ZCTA5 13803,55195.0
2404,,,,,,13804.0,,,,,,,,8600000US13804,13804.0,ZCTA5 13804,54432.0
2405,,,,,,13806.0,,,,,,,,8600000US13806,13806.0,ZCTA5 13806,62955.0
2406,,,,,,13807.0,,,,,,,,8600000US13807,13807.0,ZCTA5 13807,56136.0
2407,,,,,,13808.0,,,,,,,,8600000US13808,13808.0,ZCTA5 13808,48068.0
2408,,,,,,13809.0,,,,,,,,8600000US13809,13809.0,ZCTA5 13809,50069.0
2409,,,,,,13810.0,,,,,,,,8600000US13810,13810.0,ZCTA5 13810,34688.0
2410,,,,,,13811.0,,,,,,,,8600000US13811,13811.0,ZCTA5 13811,52500.0
2411,,,,,,13812.0,,,,,,,,8600000US13812,13812.0,ZCTA5 13812,48359.0
2412,,,,,,13813.0,,,,,,,,8600000US13813,13813.0,ZCTA5 13813,42768.0
2413,,,,,,13815.0,,,,,,,,8600000US13815,13815.0,ZCTA5 13815,44647.0
2414,,,,,,13820.0,,,,,,,,8600000US13820,13820.0,ZCTA5 13820,44614.0
2415,,,,,,13825.0,,,,,,,,8600000US13825,13825.0,ZCTA5 13825,50515.0
2416,,,,,,13826.0,,,,,,,,8600000US13826,13826.0,ZCTA5 13826,
2417,,,,,,13827.0,,,,,,,,8600000US13827,13827.0,ZCTA5 13827,59730.0
2418,,,,,,13830.0,,,,,,,,8600000US13830,13830.0,ZCTA5 13830,46742.0
2419,,,,,,13832.0,,,,,,,,8600000US13832,13832.0,ZCTA5 13832,33415.0
2420,,,,,,13833.0,,,,,,,,8600000US13833,13833.0,ZCTA5 13833,47399.0
2421,,,,,,13834.0,,,,,,,,8600000US13834,13834.0,ZCTA5 13834,
2422,,,,,,13835.0,,,,,,,,8600000US13835,13835.0,ZCTA5 13835,44750.0
2423,,,,,,13838.0,,,,,,,,8600000US13838,13838.0,ZCTA5 13838,34753.0
2424,,,,,,13839.0,,,,,,,,8600000US13839,13839.0,ZCTA5 13839,44000.0
2425,,,,,,13841.0,,,,,,,,8600000US13841,13841.0,ZCTA5 13841,43250.0
2426,,,,,,13842.0,,,,,,,,8600000US13842,13842.0,ZCTA5 13842,77778.0
2427,,,,,,13843.0,,,,,,,,8600000US13843,13843.0,ZCTA5 13843,44178.0
2428,,,,,,13844.0,,,,,,,,8600000US13844,13844.0,ZCTA5 13844,41750.0
2429,,,,,,13845.0,,,,,,,,8600000US13845,13845.0,ZCTA5 13845,
2430,,,,,,13846.0,,,,,,,,8600000US13846,13846.0,ZCTA5 13846,45625.0
2431,,,,,,13847.0,,,,,,,,8600000US13847,13847.0,ZCTA5 13847,
2432,,,,,,13849.0,,,,,,,,8600000US13849,13849.0,ZCTA5 13849,42226.0
2433,,,,,,13850.0,,,,,,,,8600000US13850,13850.0,ZCTA5 13850,61546.0
2434,,,,,,13856.0,,,,,,,,8600000US13856,13856.0,ZCTA5 13856,38086.0
2435,,,,,,13859.0,,,,,,,,8600000US13859,13859.0,ZCTA5 13859,63021.0
2436,,,,,,13860.0,,,,,,,,8600000US13860,13860.0,ZCTA5 13860,
2437,,,,,,13861.0,,,,,,,,8600000US13861,13861.0,ZCTA5 13861,
2438,,,,,,13862.0,,,,,,,,8600000US13862,13862.0,ZCTA5 13862,59963.0
2439,,,,,,13863.0,,,,,,,,8600000US13863,13863.0,ZCTA5 13863,56094.0
2440,,,,,,13864.0,,,,,,,,8600000US13864,13864.0,ZCTA5 13864,39057.0
2441,,,,,,13865.0,,,,,,,,8600000US13865,13865.0,ZCTA5 13865,60399.0
2442,,,,,,13901.0,,,,,,,,8600000US13901,13901.0,ZCTA5 13901,41921.0
2443,,,,,,13902.0,,,,,,,,8600000US13902,13902.0,ZCTA5 13902,
2444,,,,,,13903.0,,,,,,,,8600000US13903,13903.0,ZCTA5 13903,41556.0
2445,,,,,,13904.0,,,,,,,,8600000US13904,13904.0,ZCTA5 13904,41738.0
2446,,,,,,13905.0,,,,,,,,8600000US13905,13905.0,ZCTA5 13905,35046.0
2447,,,,,,14001.0,,,,,,,,8600000US14001,14001.0,ZCTA5 14001,54698.0
2448,,,,,,14004.0,,,,,,,,8600000US14004,14004.0,ZCTA5 14004,66089.0
2449,,,,,,14005.0,,,,,,,,8600000US14005,14005.0,ZCTA5 14005,59318.0
2450,,,,,,14006.0,,,,,,,,8600000US14006,14006.0,ZCTA5 14006,53642.0
2451,,,,,,14008.0,,,,,,,,8600000US14008,14008.0,ZCTA5 14008,55625.0
2452,,,,,,14009.0,,,,,,,,8600000US14009,14009.0,ZCTA5 14009,44464.0
2453,,,,,,14011.0,,,,,,,,8600000US14011,14011.0,ZCTA5 14011,60307.0
2454,,,,,,14012.0,,,,,,,,8600000US14012,14012.0,ZCTA5 14012,52045.0
2455,,,,,,14013.0,,,,,,,,8600000US14013,14013.0,ZCTA5 14013,48833.0
2456,,,,,,14020.0,,,,,,,,8600000US14020,14020.0,ZCTA5 14020,44864.0
2457,,,,,,14024.0,,,,,,,,8600000US14024,14024.0,ZCTA5 14024,59338.0
2458,,,,,,14025.0,,,,,,,,8600000US14025,14025.0,ZCTA5 14025,62073.0
2459,,,,,,14026.0,,,,,,,,8600000US14026,14026.0,ZCTA5 14026,79563.0
2460,,,,,,14028.0,,,,,,,,8600000US14028,14028.0,ZCTA5 14028,60625.0
2461,,,,,,14030.0,,,,,,,,8600000US14030,14030.0,ZCTA5 14030,56932.0
2462,,,,,,14031.0,,,,,,,,8600000US14031,14031.0,ZCTA5 14031,69530.0
2463,,,,,,14032.0,,,,,,,,8600000US14032,14032.0,ZCTA5 14032,99194.0
2464,,,,,,14033.0,,,,,,,,8600000US14033,14033.0,ZCTA5 14033,86708.0
2465,,,,,,14034.0,,,,,,,,8600000US14034,14034.0,ZCTA5 14034,55000.0
2466,,,,,,14035.0,,,,,,,,8600000US14035,14035.0,ZCTA5 14035,
2467,,,,,,14036.0,,,,,,,,8600000US14036,14036.0,ZCTA5 14036,55744.0
2468,,,,,,14037.0,,,,,,,,8600000US14037,14037.0,ZCTA5 14037,68056.0
2469,,,,,,14039.0,,,,,,,,8600000US14039,14039.0,ZCTA5 14039,48750.0
2470,,,,,,14040.0,,,,,,,,8600000US14040,14040.0,ZCTA5 14040,63214.0
2471,,,,,,14041.0,,,,,,,,8600000US14041,14041.0,ZCTA5 14041,47000.0
2472,,,,,,14042.0,,,,,,,,8600000US14042,14042.0,ZCTA5 14042,35156.0
2473,,,,,,14043.0,,,,,,,,8600000US14043,14043.0,ZCTA5 14043,51318.0
2474,,,,,,14047.0,,,,,,,,8600000US14047,14047.0,ZCTA5 14047,58148.0
2475,,,,,,14048.0,,,,,,,,8600000US14048,14048.0,ZCTA5 14048,40804.0
2476,,,,,,14051.0,,,,,,,,8600000US14051,14051.0,ZCTA5 14051,107500.0
2477,,,,,,14052.0,,,,,,,,8600000US14052,14052.0,ZCTA5 14052,75750.0
2478,,,,,,14054.0,,,,,,,,8600000US14054,14054.0,ZCTA5 14054,55375.0
2479,,,,,,14055.0,,,,,,,,8600000US14055,14055.0,ZCTA5 14055,63242.0
2480,,,,,,14057.0,,,,,,,,8600000US14057,14057.0,ZCTA5 14057,63497.0
2481,,,,,,14058.0,,,,,,,,8600000US14058,14058.0,ZCTA5 14058,67155.0
2482,,,,,,14059.0,,,,,,,,8600000US14059,14059.0,ZCTA5 14059,78322.0
2483,,,,,,14060.0,,,,,,,,8600000US14060,14060.0,ZCTA5 14060,
2484,,,,,,14061.0,,,,,,,,8600000US14061,14061.0,ZCTA5 14061,59545.0
2485,,,,,,14062.0,,,,,,,,8600000US14062,14062.0,ZCTA5 14062,50469.0
2486,,,,,,14063.0,,,,,,,,8600000US14063,14063.0,ZCTA5 14063,49596.0
2487,,,,,,14065.0,,,,,,,,8600000US14065,14065.0,ZCTA5 14065,42143.0
2488,,,,,,14066.0,,,,,,,,8600000US14066,14066.0,ZCTA5 14066,50455.0
2489,,,,,,14067.0,,,,,,,,8600000US14067,14067.0,ZCTA5 14067,48246.0
2490,,,,,,14068.0,,,,,,,,8600000US14068,14068.0,ZCTA5 14068,59262.0
2491,,,,,,14069.0,,,,,,,,8600000US14069,14069.0,ZCTA5 14069,41042.0
2492,,,,,,14070.0,,,,,,,,8600000US14070,14070.0,ZCTA5 14070,42575.0
2493,,,,,,14072.0,,,,,,,,8600000US14072,14072.0,ZCTA5 14072,78597.0
2494,,,,,,14075.0,,,,,,,,8600000US14075,14075.0,ZCTA5 14075,62963.0
2495,,,,,,14080.0,,,,,,,,8600000US14080,14080.0,ZCTA5 14080,61920.0
2496,,,,,,14081.0,,,,,,,,8600000US14081,14081.0,ZCTA5 14081,57019.0
2497,,,,,,14082.0,,,,,,,,8600000US14082,14082.0,ZCTA5 14082,44063.0
2498,,,,,,14085.0,,,,,,,,8600000US14085,14085.0,ZCTA5 14085,85536.0
2499,,,,,,14086.0,,,,,,,,8600000US14086,14086.0,ZCTA5 14086,77999.0
2500,,,,,,14091.0,,,,,,,,8600000US14091,14091.0,ZCTA5 14091,61304.0
2501,,,,,,14092.0,,,,,,,,8600000US14092,14092.0,ZCTA5 14092,67500.0
2502,,,,,,14094.0,,,,,,,,8600000US14094,14094.0,ZCTA5 14094,51787.0
2503,,,,,,14098.0,,,,,,,,8600000US14098,14098.0,ZCTA5 14098,54148.0
2504,,,,,,14101.0,,,,,,,,8600000US14101,14101.0,ZCTA5 14101,53125.0
2505,,,,,,14102.0,,,,,,,,8600000US14102,14102.0,ZCTA5 14102,95083.0
2506,,,,,,14103.0,,,,,,,,8600000US14103,14103.0,ZCTA5 14103,45235.0
2507,,,,,,14105.0,,,,,,,,8600000US14105,14105.0,ZCTA5 14105,62985.0
2508,,,,,,14108.0,,,,,,,,8600000US14108,14108.0,ZCTA5 14108,50352.0
2509,,,,,,14109.0,,,,,,,,8600000US14109,14109.0,ZCTA5 14109,
2510,,,,,,14111.0,,,,,,,,8600000US14111,14111.0,ZCTA5 14111,54940.0
2511,,,,,,14112.0,,,,,,,,8600000US14112,14112.0,ZCTA5 14112,
2512,,,,,,14113.0,,,,,,,,8600000US14113,14113.0,ZCTA5 14113,41359.0
2513,,,,,,14120.0,,,,,,,,8600000US14120,14120.0,ZCTA5 14120,56089.0
2514,,,,,,14125.0,,,,,,,,8600000US14125,14125.0,ZCTA5 14125,54022.0
2515,,,,,,14126.0,,,,,,,,8600000US14126,14126.0,ZCTA5 14126,55893.0
2516,,,,,,14127.0,,,,,,,,8600000US14127,14127.0,ZCTA5 14127,84798.0
2517,,,,,,14129.0,,,,,,,,8600000US14129,14129.0,ZCTA5 14129,43603.0
2518,,,,,,14130.0,,,,,,,,8600000US14130,14130.0,ZCTA5 14130,47679.0
2519,,,,,,14131.0,,,,,,,,8600000US14131,14131.0,ZCTA5 14131,68869.0
2520,,,,,,14132.0,,,,,,,,8600000US14132,14132.0,ZCTA5 14132,60595.0
